Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1977,47.44,25.64,,691778000.00,218.19,,172.70,39.27,43.93,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1976,47.45,25.99,,594896000.00,191.74,,174.90,38.88,42.98,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1975,47.49,26.37,,679336000.00,223.68,,177.20,38.47,42.08,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1974,47.54,26.77,,648591000.00,218.08,,179.70,38.03,41.20,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1973,47.59,27.19,,575230000.00,197.45,,182.30,37.57,40.36,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1972,47.64,27.64,,465381000.00,163.01,,184.90,37.09,39.55,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1971,47.68,28.09,,419549000.00,149.91,,187.60,36.60,38.77,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1970,47.71,28.55,,434410000.00,158.26,,190.50,36.10,38.03,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1969,47.73,29.01,,408690000.00,151.74,,193.50,35.59,37.31,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1968,47.74,29.47,,329860000.00,124.76,,196.60,35.08,36.63,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1967,47.74,29.92,,348795000.00,134.32,,199.80,34.57,35.98,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1966,47.73,30.37,,375480000.00,147.16,,203.00,34.07,35.35,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1965,47.70,30.78,,359380000.00,143.28,,206.30,33.59,34.75,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1964,47.62,31.16,,371848000.00,150.75,,209.70,33.13,34.17,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1963,47.50,31.49,,348547000.00,143.62,,212.80,32.71,33.62,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1962,47.33,31.79,,342722000.00,143.47,,216.00,32.30,33.09,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1961,47.14,32.05,,327835000.00,139.36,,219.20,31.93,32.59,
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1960,46.93,32.30,,322009000.00,138.94,,222.10,31.57,,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2018,,,,364000000000.00,64581.90,88.17,2.30,,7953.00,3.77
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2017,8.90,5.00,,338000000000.00,60297.80,84.45,2.20,82.90,7915.73,3.91
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2016,9.40,4.80,,318000000000.00,56724.20,84.45,2.20,82.85,7908.72,4.08
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2015,9.70,4.80,,308000000000.00,55646.60,79.01,2.20,82.74,7806.77,3.79
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2014,9.80,4.70,8844.69,315000000000.00,57562.50,79.03,2.20,82.50,7714.70,3.74
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2013,9.30,4.60,8680.61,308000000000.00,56967.40,80.90,2.20,82.25,7636.72,3.86
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2012,10.10,4.50,8673.99,295000000000.00,55546.50,72.00,2.20,82.00,7524.70,3.72
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2011,9.50,4.50,8651.76,279000000000.00,53890.40,71.00,2.20,81.74,7363.19,3.89
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2010,9.30,4.40,8679.99,240000000000.00,47237.00,71.00,2.20,81.54,7231.81,4.12
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2009,9.90,4.30,8114.37,194000000000.00,38927.20,69.00,2.20,81.24,7125.10,5.86
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2008,10.20,4.40,8401.05,194000000000.00,40007.50,69.00,2.20,80.79,6913.42,3.96
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2007,10.30,4.50,8706.58,181000000000.00,39432.90,69.90,2.20,80.44,6602.30,3.90
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2006,10.30,4.40,8720.02,149000000000.00,33769.20,59.00,2.30,80.14,6342.02,4.48
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2005,10.20,4.40,8678.17,128000000000.00,29961.30,61.00,2.30,79.99,6191.24,5.59
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2004,10.30,4.40,8314.33,115000000000.00,27608.50,62.00,2.40,79.49,6047.41,5.84
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2003,10.50,4.50,8113.59,97645400000.00,23730.20,53.84,2.50,79.04,5989.56,5.93
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2002,11.40,4.40,7756.32,92537800000.00,22159.70,47.00,2.60,78.55,6186.59,5.65
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2001,11.80,4.30,7516.17,89794900000.00,21700.00,41.67,2.80,78.25,6176.14,3.76
Singapore,SGP,East Asia & Pacific,High income: nonOECD,2000,13.70,4.50,7575.44,96074500000.00,23852.30,36.00,3.00,77.95,6011.77,3.70
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1999,12.80,4.50,7187.67,86284700000.00,21796.10,24.16,3.20,77.55,5908.54,4.85
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1998,13.10,4.60,6965.75,85728300000.00,21829.30,19.59,3.40,77.30,5861.51,3.41
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1997,14.50,4.50,6829.23,100000000000.00,26376.00,13.47,3.60,76.90,5665.73,2.50
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1996,15.20,4.70,6312.69,96295900000.00,26233.60,8.35,3.80,76.60,5478.66,3.57
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1995,15.60,4.80,6069.22,87811000000.00,24914.40,2.87,4.00,76.30,5260.46,3.30
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1994,16.20,4.70,5842.56,73690800000.00,21553.00,1.19,4.20,76.20,5103.06,3.03
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1993,16.80,4.60,5499.97,60603500000.00,18290.00,0.76,4.60,76.05,4945.48,3.07
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1992,16.80,4.70,5236.64,52130300000.00,16135.90,0.47,5.00,75.95,4821.94,3.09
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1991,17.10,4.60,5104.81,45466200000.00,14502.40,0.16,5.50,75.65,4679.23,2.18
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1990,18.20,4.70,4983.05,36144300000.00,11861.80,0.00,6.10,75.30,4547.96,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1989,17.50,4.90,4639.19,30465400000.00,10394.50,,6.70,74.95,4374.48,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1988,19.80,4.90,4398.99,25371500000.00,8914.44,,7.30,74.70,4247.92,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1987,16.60,4.70,4088.60,20919200000.00,7539.03,,7.90,74.55,4141.48,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1986,14.80,4.60,3693.60,18586700000.00,6799.93,,8.30,74.25,4079.66,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1985,16.60,4.90,3444.13,19156500000.00,7001.77,,8.80,73.89,4083.52,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1984,16.50,4.80,3255.59,19749400000.00,7228.32,,9.30,73.29,4077.94,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1983,16.30,5.00,3045.81,17784100000.00,6633.24,,10.00,73.04,4001.58,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1982,17.50,4.90,2814.32,16084300000.00,6077.63,,10.70,72.69,3949.95,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1981,17.60,4.90,2778.70,14175200000.00,5596.59,,11.40,72.59,3780.35,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1980,17.60,4.90,2718.37,11896300000.00,4928.14,,11.90,72.19,3602.90,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1979,17.10,5.20,2529.47,9296920000.00,3900.53,,12.20,71.68,3557.46,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1978,16.80,5.10,2368.29,7517180000.00,3193.91,,12.30,71.32,3512.84,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1977,16.50,5.10,2073.71,6618590000.00,2846.34,,12.50,70.96,3470.60,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1976,18.70,5.10,1884.62,6327080000.00,2758.94,,12.90,70.59,3422.84,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1975,17.70,5.10,1728.10,5633670000.00,2489.91,,14.10,70.22,3377.01,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1974,19.40,5.20,1634.23,5221530000.00,2341.71,,15.90,69.83,3328.06,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1973,22.00,5.40,1599.18,3696210000.00,1685.46,,17.80,69.44,3273.13,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1972,23.10,5.40,1371.03,2721440000.00,1264.38,,19.40,69.04,3212.54,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1971,22.30,5.40,1154.81,2263790000.00,1071.41,,20.60,68.65,3153.58,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1970,22.10,5.20,,1920590000.00,925.80,,21.80,68.28,3096.28,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1969,21.80,5.00,,1659900000.00,812.68,,22.80,67.95,3048.51,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1968,23.50,5.50,,1425720000.00,708.61,,23.90,67.67,3002.99,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1967,25.60,5.30,,1238040000.00,626.03,,25.20,67.45,2951.64,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1966,28.30,5.40,,1096430000.00,566.81,,26.40,67.26,2887.16,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1965,29.50,5.40,,974650000.00,516.54,,27.30,67.09,2816.27,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1964,31.60,5.70,,894159000.00,485.53,,28.20,66.91,2748.66,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1963,33.20,5.60,,917614000.00,511.21,,29.20,66.70,2679.10,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1962,33.70,5.80,,826245000.00,472.09,,30.80,66.43,2612.24,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1961,35.20,5.90,,764635000.00,449.15,,32.80,66.09,2540.90,
Singapore,SGP,East Asia & Pacific,High income: nonOECD,1960,37.50,6.20,,704756000.00,428.06,,35.40,65.66,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2018,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2017,,,,,,,,,1193.35,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2016,,,,,,,,,1175.56,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2015,,4.60,,,,,,,1141.91,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2014,14.10,4.70,,,,,,,1108.38,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2013,14.00,4.70,,,,,,,1076.68,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2012,12.00,5.40,,,,,,73.05,1018.82,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2011,12.90,5.10,,,,,,,983.38,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2010,13.10,4.10,,,,,,,1001.65,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2009,12.50,3.10,,,,,,75.59,1007.00,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2008,13.00,3.80,,,,,,74.54,998.94,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2007,11.70,3.20,,,,,,74.54,994.44,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2006,13.70,3.60,,,,,,,983.56,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2005,12.80,3.40,,,,,,,970.91,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2004,,,,,,,,,955.53,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2003,,,,,,,,,925.65,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2002,,,,,,,,,905.21,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2001,,,,,,,,,900.00,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,2000,,,,,,,,,897.62,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1999,,,,,,,,,914.24,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1998,,,,,,,,,918.82,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1997,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1996,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1995,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1994,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1993,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1992,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1991,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1990,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1989,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1988,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1987,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1986,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1985,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1984,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1983,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1982,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1981,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1980,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1979,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1978,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1977,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1976,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1975,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1974,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1973,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1972,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1971,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1970,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1969,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1968,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1967,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1966,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1965,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1964,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1963,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1962,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1961,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,1960,,,,,,,,,,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2018,,,,106000000000.00,19546.90,80.66,4.60,,113.29,6.76
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2017,10.70,9.90,,95617700000.00,17579.30,81.63,4.80,77.17,113.13,8.13
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2016,10.60,9.60,,89848400000.00,16544.20,80.48,4.90,77.17,112.95,9.67
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2015,10.30,9.90,,87769600000.00,16182.30,77.63,5.00,76.56,112.80,11.48
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2014,10.20,9.50,5137.07,101000000000.00,18629.80,79.98,5.20,76.81,112.70,13.18
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2013,10.10,9.60,5202.47,98478300000.00,18191.60,77.88,5.30,76.41,112.57,14.22
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2012,10.30,9.70,5137.79,93414000000.00,17274.60,76.71,5.50,76.11,112.45,13.96
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2011,11.30,9.60,5347.53,98181300000.00,18187.20,74.44,5.60,75.96,112.26,13.62
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2010,11.20,9.90,5201.40,89501000000.00,16600.60,75.71,5.80,75.11,112.11,14.38
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2009,11.40,9.80,4954.14,88945600000.00,16513.00,70.00,6.00,74.91,112.01,12.03
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2008,10.70,9.90,5294.44,100000000000.00,18650.40,66.05,6.20,74.70,111.83,9.51
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2007,10.10,10.00,5272.37,86304200000.00,16057.70,61.80,6.40,74.21,111.74,11.14
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2006,10.00,9.90,5153.12,70596700000.00,13139.00,56.08,6.60,74.20,111.71,13.37
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2005,10.10,10.00,4932.80,62697500000.00,11669.40,55.19,6.80,73.90,111.70,16.26
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2004,10.00,9.70,5097.84,57240500000.00,10654.80,52.89,7.10,73.96,111.69,18.60
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2003,9.60,9.70,5021.80,46731800000.00,8696.91,43.04,7.30,73.60,111.69,17.12
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2002,9.50,9.60,5051.60,35083600000.00,6524.86,40.14,7.60,73.60,111.79,18.72
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2001,9.50,9.70,5027.45,30703000000.00,5708.08,12.53,7.90,73.40,111.83,19.38
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,2000,10.20,9.80,4955.91,29114900000.00,5402.93,9.43,8.20,73.05,112.03,19.06
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1999,10.40,9.70,5028.71,30415100000.00,5636.58,5.44,8.50,72.90,112.18,15.95
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1998,10.70,9.90,4682.30,29828900000.00,5533.59,2.69,8.90,72.55,112.07,12.19
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1997,11.00,9.70,5068.09,27660100000.00,5138.15,1.17,9.30,72.70,111.92,11.89
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1996,11.20,9.50,5150.41,27821900000.00,5177.75,0.78,9.70,72.65,111.71,11.34
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1995,11.50,9.80,4925.96,25733000000.00,4799.15,0.52,10.10,72.25,111.48,13.11
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1994,12.40,9.60,4582.58,20079400000.00,3755.73,0.32,10.60,72.30,111.15,13.65
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1993,13.80,9.90,4570.44,16452200000.00,3089.44,0.13,11.10,72.45,110.71,12.20
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1992,14.10,10.10,4699.14,15431300000.00,2908.81,,11.60,71.80,110.29,11.89
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1991,14.80,10.30,5115.12,14213000000.00,2680.04,,12.10,70.88,110.26,11.68
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1990,15.10,10.30,5542.17,12694500000.00,2395.56,0.00,12.60,70.93,110.17,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1989,15.20,10.20,5266.17,,,,13.20,71.03,109.69,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1988,15.90,10.00,5150.46,,,,13.80,71.21,109.16,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1987,16.10,10.00,5085.16,,,,14.40,71.09,108.58,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1986,16.80,10.20,4941.63,,,,15.10,71.02,107.98,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1985,17.50,10.20,4841.36,,,,15.80,70.73,107.31,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1984,17.70,10.10,4624.06,,,,16.50,70.75,106.59,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1983,18.10,10.30,4520.84,,,,17.30,70.48,105.86,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1982,18.30,10.00,4439.28,,,,18.10,70.69,105.10,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1981,18.60,9.90,4411.79,,,,18.90,70.63,104.29,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1980,19.10,10.20,4358.60,,,,,70.41,103.53,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1979,20.30,9.70,3806.46,,,,,70.52,102.68,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1978,20.50,9.80,3468.62,,,,,70.47,101.67,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1977,20.60,9.70,3413.49,,,,,70.40,100.63,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1976,20.80,9.50,3260.46,,,,,70.32,99.57,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1975,20.60,9.50,3111.77,,,,,70.24,98.53,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1974,20.80,9.60,3138.21,,,,,70.18,97.50,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1973,20.00,9.40,3026.21,,,,,70.13,96.50,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1972,19.10,9.00,2829.47,,,,,70.10,95.56,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1971,18.20,9.40,2696.68,,,,,70.10,94.75,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1970,17.80,9.30,,,,,,70.13,94.35,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1969,17.70,9.00,,,,,,70.21,93.94,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1968,17.00,8.50,,,,,,70.31,93.22,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1967,17.40,8.00,,,,,,70.42,92.50,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1966,18.50,8.20,,,,,,70.53,91.72,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1965,19.30,8.20,,,,,,70.60,90.87,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1964,20.10,7.60,,,,,,70.63,89.97,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1963,20.40,7.70,,,,,,70.59,89.02,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1962,19.80,8.10,,,,,,70.47,88.11,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1961,20.80,7.50,,,,,,70.25,87.14,
Slovak Republic,SVK,Europe & Central Asia,High income: OECD,1960,21.70,7.80,,,,,,69.92,,
Slovenia,SVN,Europe & Central Asia,High income: OECD,2018,,,,54235500000.00,26234.00,79.75,1.70,,102.64,5.51
Slovenia,SVN,Europe & Central Asia,High income: OECD,2017,9.80,9.90,,48455900000.00,23449.60,78.89,1.80,81.18,102.59,6.56
Slovenia,SVN,Europe & Central Asia,High income: OECD,2016,9.90,9.50,,44641200000.00,21617.60,75.50,1.90,81.18,102.52,8.00
Slovenia,SVN,Europe & Central Asia,High income: OECD,2015,10.00,9.60,,43102000000.00,20887.50,73.10,2.00,80.78,102.45,8.96
Slovenia,SVN,Europe & Central Asia,High income: OECD,2014,10.30,9.20,6728.00,49889600000.00,24195.00,71.59,2.10,81.08,102.38,9.67
Slovenia,SVN,Europe & Central Asia,High income: OECD,2013,10.20,9.40,6779.28,48116300000.00,23357.90,72.68,2.20,80.32,102.28,10.10
Slovenia,SVN,Europe & Central Asia,High income: OECD,2012,10.70,9.40,6718.98,46352800000.00,22532.40,68.35,2.40,80.12,102.11,8.84
Slovenia,SVN,Europe & Central Asia,High income: OECD,2011,10.70,9.10,6753.07,51290800000.00,24985.20,67.34,2.50,79.97,101.90,8.17
Slovenia,SVN,Europe & Central Asia,High income: OECD,2010,10.90,9.10,6510.84,48013600000.00,23437.50,70.00,2.60,79.42,101.69,7.24
Slovenia,SVN,Europe & Central Asia,High income: OECD,2009,10.70,9.20,6104.42,50244800000.00,24633.80,64.00,2.80,78.97,101.25,5.86
Slovenia,SVN,Europe & Central Asia,High income: OECD,2008,10.80,9.10,6920.24,55589800000.00,27501.80,58.00,2.90,78.77,100.33,4.37
Slovenia,SVN,Europe & Central Asia,High income: OECD,2007,9.80,9.20,7137.82,48114700000.00,23841.30,56.74,3.10,78.56,100.21,4.82
Slovenia,SVN,Europe & Central Asia,High income: OECD,2006,9.40,9.10,7123.54,39587700000.00,19726.10,54.01,3.30,78.09,99.65,5.95
Slovenia,SVN,Europe & Central Asia,High income: OECD,2005,9.10,9.40,6917.86,36347000000.00,18169.20,46.81,3.50,77.61,99.33,6.51
Slovenia,SVN,Europe & Central Asia,High income: OECD,2004,9.00,9.30,6830.71,34470200000.00,17260.90,40.81,3.70,77.21,99.16,6.01
Slovenia,SVN,Europe & Central Asia,High income: OECD,2003,8.70,9.70,6578.03,29697400000.00,14880.50,31.85,3.90,76.86,99.09,6.48
Slovenia,SVN,Europe & Central Asia,High income: OECD,2002,8.80,9.40,6380.95,23563600000.00,11814.10,27.84,4.10,76.01,99.03,5.92
Slovenia,SVN,Europe & Central Asia,High income: OECD,2001,8.80,9.30,6006.35,20875400000.00,10479.30,30.18,4.30,75.76,98.91,5.68
